QKEY,CAMP20MISINFO_W79,MISINFOSELF_W79,MISINFOIMPACT_a_W79,MISINFOIMPACT_b_W79,MISINFOIMPACT_c_W79
201801168729.0,Some,"No, I did not",A minor impact,A major impact,A minor impact
201801168749.0,A lot,"Yes, I did",A major impact,A major impact,Not much of an impact at all
201801168767.0,Not much,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801168854.0,Some,"Yes, I did",A major impact,A major impact,A minor impact
201801168877.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801168902.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801168907.0,A lot,"No, I did not",A major impact,Not much of an impact at all,A minor impact
201801168913.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801168927.0,Some,"No, I did not",A major impact,A minor impact,A major impact
201801168958.0,A lot,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801169046.0,Some,"Yes, I did",A major impact,A major impact,A minor impact
201801169105.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801169134.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801169148.0,Some,"No, I did not",A minor impact,A major impact,A major impact
201801169217.0,A lot,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801169222.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801169224.0,Some,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801169245.0,A lot,"No, I did not",A major impact,Not much of an impact at all,A minor impact
201801169317.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,Not much of an impact at all
201801169405.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801169409.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801169414.0,A lot,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201801169444.0,A lot,"Yes, I did",A major impact,Not much of an impact at all,Not much of an impact at all
201801169534.0,Some,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801169539.0,Not much,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801169541.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801169563.0,Some,"Yes, I did",A minor impact,A minor impact,A minor impact
201801169658.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801169662.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801169681.0,Some,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
201801169684.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801169693.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801169727.0,Not much,"No, I did not",A minor impact,A major impact,A major impact
201801169772.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801169841.0,A lot,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201801169860.0,Not much,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801169886.0,Not much,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801169923.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801169948.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801169952.0,Some,"No, I did not",Not much of an impact at all,Not much of an impact at all,A major impact
201801169994.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801170012.0,Not much,"No, I did not",A major impact,A minor impact,A major impact
201801170054.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801170061.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801170098.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801170128.0,Not much,"No, I did not",A major impact,A minor impact,A major impact
201801170173.0,Some,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801170174.0,A lot,"No, I did not",Not much of an impact at all,A major impact,Not much of an impact at all
201801170181.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801170212.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801170222.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801170256.0,Some,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801170295.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801170299.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801170317.0,A lot,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801170321.0,Some,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801170351.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801170369.0,Some,"No, I did not",A minor impact,A major impact,A minor impact
201801170396.0,Some,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801170403.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801170409.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801170459.0,A lot,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801170481.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801170486.0,None at all,‘Did not see any made-up news’,Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801170497.0,None at all,‘Did not see any made-up news’,A minor impact,A minor impact,Not much of an impact at all
201801170505.0,Some,"No, I did not",A minor impact,A minor impact,A major impact
201801170557.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801170559.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801170576.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801170585.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801170603.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801170620.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801170631.0,Some,"Yes, I did",A minor impact,A minor impact,A minor impact
201801170669.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801170744.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801170808.0,Some,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801170832.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801170848.0,Some,"No, I did not",A minor impact,A major impact,Not much of an impact at all
201801170867.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801170905.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801170910.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801170923.0,A lot,"No, I did not",A minor impact,A major impact,A minor impact
201801170924.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801170943.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801171012.0,A lot,"Yes, I did",A major impact,Not much of an impact at all,A major impact
201801171033.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801171054.0,A lot,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801171058.0,Not much,"No, I did not",A major impact,A major impact,A minor impact
201801171085.0,Some,"Yes, I did",A minor impact,A minor impact,A minor impact
201801171120.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801171123.0,Some,"No, I did not",A major impact,A minor impact,A major impact
201801171129.0,Not much,"No, I did not",A major impact,Not much of an impact at all,A major impact
201801171133.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801171200.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801171205.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801171210.0,Some,"No, I did not",A minor impact,A major impact,A minor impact
201801171235.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801171243.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801171324.0,A lot,"Yes, I did",A major impact,A minor impact,A minor impact
201801171352.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801171357.0,A lot,"No, I did not",A minor impact,A minor impact,A minor impact
201801171454.0,Some,"Yes, I did",A minor impact,A minor impact,Not much of an impact at all
201801171488.0,Some,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201801171491.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801171536.0,Some,"No, I did not",Not much of an impact at all,Not much of an impact at all,A minor impact
201801171546.0,Some,"No, I did not",A minor impact,A major impact,A minor impact
201801171549.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801171563.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801171567.0,Some,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801171576.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A major impact
201801171611.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801171634.0,Some,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801171649.0,Not much,"No, I did not",A minor impact,A major impact,A major impact
201801171655.0,None at all,‘Did not see any made-up news’,A minor impact,A major impact,Not much of an impact at all
201801171662.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801171686.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801171691.0,A lot,"Yes, I did",A minor impact,A major impact,A minor impact
201801171737.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801171761.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801171837.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801171937.0,A lot,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
201801171993.0,Not much,"No, I did not",Not much of an impact at all,A major impact,A major impact
201801172056.0,Some,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801172073.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801172081.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801172105.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801172108.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801172115.0,Some,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
201801172165.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801172238.0,Some,"Yes, I did",A major impact,A major impact,A minor impact
201801172290.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801172292.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801172296.0,A lot,"No, I did not",A minor impact,Not much of an impact at all,A major impact
201801172300.0,Some,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801172332.0,A lot,"Yes, I did",A major impact,A major impact,A minor impact
201801172348.0,A lot,"Yes, I did",A major impact,A major impact,A minor impact
201801172374.0,A lot,"No, I did not",A minor impact,A major impact,A major impact
201801172442.0,None at all,‘Did not see any made-up news’,Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801172452.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801172533.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801172572.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801172594.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801172679.0,Some,"No, I did not",A minor impact,A major impact,A minor impact
201801172718.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801172815.0,Not much,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
201801172867.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801172870.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801172884.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801172913.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801172939.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801173027.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801173042.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801173050.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801173166.0,Not much,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201801173226.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801173253.0,A lot,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801173370.0,None at all,‘Did not see any made-up news’,Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801173374.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801173436.0,A lot,"No, I did not",A major impact,A minor impact,A major impact
201801173449.0,A lot,"Yes, I did",A major impact,A minor impact,Not much of an impact at all
201801173459.0,Some,"No, I did not",A major impact,Not much of an impact at all,A minor impact
201801173482.0,Some,"No, I did not",A minor impact,A major impact,A minor impact
201801173546.0,Not much,"No, I did not",A major impact,A major impact,A minor impact
201801173563.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801173583.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801173584.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801173624.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A major impact
201801173635.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801173651.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801173680.0,Not much,"Yes, I did",A minor impact,A minor impact,A minor impact
201801173699.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801173739.0,A lot,"No, I did not",A major impact,A minor impact,A major impact
201801173744.0,Not much,"No, I did not",A major impact,Not much of an impact at all,A minor impact
201801173759.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801173787.0,A lot,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201801173814.0,A lot,"Yes, I did",A major impact,A major impact,A minor impact
201801173922.0,Some,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801173936.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801173982.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801173990.0,Not much,"No, I did not",A major impact,A major impact,A minor impact
201801173997.0,Some,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801174067.0,Refused,‘Did not see any made-up news’,A major impact,A major impact,A major impact
201801174113.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801174160.0,Not much,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801174177.0,A lot,"No, I did not",Not much of an impact at all,A major impact,A minor impact
201801174179.0,Some,"No, I did not",Not much of an impact at all,A minor impact,Not much of an impact at all
201801174191.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801174253.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801174263.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801174279.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801174337.0,Not much,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801174340.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801174409.0,A lot,"Yes, I did",Not much of an impact at all,A major impact,A minor impact
201801174450.0,Some,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801174460.0,Not much,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201801174471.0,Some,"No, I did not",A major impact,Not much of an impact at all,Refused
201801174499.0,Not much,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801174527.0,A lot,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801174572.0,A lot,Refused,Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801174612.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801174649.0,Not much,"No, I did not",Not much of an impact at all,A major impact,Not much of an impact at all
201801174656.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801174684.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801174757.0,Not much,"No, I did not",A major impact,A minor impact,A major impact
201801174780.0,Not much,"No, I did not",A major impact,A major impact,A minor impact
201801174788.0,None at all,‘Did not see any made-up news’,A major impact,A minor impact,A major impact
201801174789.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801174793.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801175023.0,Not much,"No, I did not",A minor impact,A minor impact,A major impact
201801175038.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801175071.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801175084.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801175214.0,Some,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801175265.0,Not much,"Yes, I did",A major impact,A major impact,A major impact
201801175330.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801175372.0,Not much,"No, I did not",A major impact,A major impact,Refused
201801175378.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801175384.0,Not much,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801175405.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801175406.0,Not much,"No, I did not",A major impact,A major impact,A minor impact
201801175409.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801175529.0,Some,"Yes, I did",A minor impact,A minor impact,A major impact
201801175533.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801175615.0,Not much,"Yes, I did",A major impact,A major impact,A minor impact
201801175617.0,Not much,"No, I did not",A major impact,A major impact,A minor impact
201801175625.0,Some,"No, I did not",A major impact,A minor impact,A major impact
201801175668.0,A lot,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801175703.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801175751.0,Some,"No, I did not",A minor impact,A major impact,Not much of an impact at all
201801175756.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801175764.0,Some,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801175845.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801175863.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801175888.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801175895.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801175921.0,Some,"No, I did not",A major impact,A minor impact,A major impact
201801175962.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801175965.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801175979.0,Not much,"No, I did not",A minor impact,A major impact,A major impact
201801176001.0,Some,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801176007.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801176015.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801176027.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801176029.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801176085.0,Not much,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801176107.0,Some,"No, I did not",A minor impact,A major impact,A minor impact
201801176121.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801176168.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801176264.0,A lot,"Yes, I did",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801176360.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801176387.0,None at all,‘Did not see any made-up news’,Not much of an impact at all,A major impact,A major impact
201801176405.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801176440.0,Some,"Yes, I did",A minor impact,A minor impact,Not much of an impact at all
201801176448.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801176460.0,Not much,"No, I did not",A major impact,Not much of an impact at all,A major impact
201801176471.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801176508.0,Some,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801176521.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801176522.0,Some,"No, I did not",Refused,Refused,Refused
201801176545.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801176553.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801176557.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801176560.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801176604.0,A lot,"Yes, I did",A major impact,A major impact,A minor impact
201801176627.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801176637.0,A lot,"No, I did not",A major impact,Not much of an impact at all,A major impact
201801176653.0,Some,"No, I did not",A minor impact,A minor impact,A major impact
201801176684.0,A lot,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801176687.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801176699.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801176820.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801176913.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801176916.0,Not much,"No, I did not",A major impact,A minor impact,A major impact
201801176964.0,Some,"Yes, I did",A major impact,A major impact,A minor impact
201801176967.0,Refused,‘Did not see any made-up news’,A major impact,A major impact,A major impact
201801177068.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801177090.0,Some,"Yes, I did",A major impact,Not much of an impact at all,Not much of an impact at all
201801177096.0,Some,"No, I did not",A minor impact,A major impact,A minor impact
201801177107.0,Some,"No, I did not",A major impact,A minor impact,A major impact
201801177174.0,Some,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801177178.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801177183.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A major impact
201801177268.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801177312.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801177319.0,Some,"Yes, I did",Not much of an impact at all,A major impact,A minor impact
201801177349.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801177373.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801177382.0,Some,"Yes, I did",A major impact,A minor impact,A minor impact
201801177408.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801177436.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801177443.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801177449.0,Some,"Yes, I did",A minor impact,A major impact,A major impact
201801177454.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801177467.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801177470.0,Some,"Yes, I did",A minor impact,A major impact,A major impact
201801177476.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801177513.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801177514.0,A lot,"No, I did not",A minor impact,A minor impact,A minor impact
201801177543.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801177602.0,Not much,"No, I did not",A major impact,A major impact,A minor impact
201801177632.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801177657.0,Some,"Yes, I did",A major impact,A major impact,A minor impact
201801177699.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801177708.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801177771.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801177796.0,Some,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801177849.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801177861.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801177864.0,Some,"Yes, I did",A major impact,A major impact,Not much of an impact at all
201801177869.0,A lot,"No, I did not",A major impact,A minor impact,A major impact
201801177907.0,A lot,"Yes, I did",A major impact,A major impact,A minor impact
201801177910.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801177916.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801177937.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801177959.0,Some,"Yes, I did",A major impact,A major impact,Not much of an impact at all
201801178033.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801178124.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801178125.0,None at all,‘Did not see any made-up news’,A major impact,A minor impact,A minor impact
201801178200.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801178205.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801178262.0,Not much,"Yes, I did",A major impact,A minor impact,A minor impact
201801178264.0,Not much,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801178334.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801178398.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801178449.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801178458.0,Some,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801178564.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A major impact
201801178623.0,Some,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201801178795.0,A lot,"Yes, I did",A major impact,A major impact,A minor impact
201801178898.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801178944.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A major impact
201801179019.0,Some,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
201801179025.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801179049.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801179066.0,A lot,"No, I did not",A minor impact,A major impact,A major impact
201801179097.0,Not much,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801179165.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801179214.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801179274.0,None at all,‘Did not see any made-up news’,Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801179312.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801179349.0,Some,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801179378.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801179384.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801179388.0,Some,"No, I did not",A major impact,A minor impact,A major impact
201801179401.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801179434.0,Some,"No, I did not",A minor impact,A major impact,A major impact
201801179436.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801179484.0,Not much,"No, I did not",A minor impact,A minor impact,A major impact
201801179532.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801179541.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801179559.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801179582.0,Not much,"No, I did not",A major impact,A major impact,A minor impact
201801179595.0,Some,"No, I did not",A major impact,A minor impact,A major impact
201801179650.0,A lot,"No, I did not",A minor impact,A minor impact,A major impact
201801179657.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801179703.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801179721.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801179733.0,Some,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801179785.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801179787.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801179890.0,Not much,"No, I did not",A major impact,A major impact,A minor impact
201801179899.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801179900.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801179909.0,A lot,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
201801179914.0,Not much,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801179922.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801179946.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801179953.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801180048.0,Some,"No, I did not",A minor impact,A minor impact,A major impact
201801180050.0,Some,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801180081.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801180095.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801180107.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801180109.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801180117.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801180141.0,Some,"No, I did not",A major impact,Not much of an impact at all,A minor impact
201801180148.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801180184.0,A lot,"No, I did not",A minor impact,A major impact,Not much of an impact at all
201801180192.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801180228.0,Some,"No, I did not",Not much of an impact at all,A minor impact,Not much of an impact at all
201801180257.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A major impact
201801180326.0,A lot,"No, I did not",A minor impact,A minor impact,A minor impact
201801180327.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801180385.0,Not much,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201801180404.0,Not much,"Yes, I did",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801180415.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801180426.0,Some,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801180451.0,Some,"No, I did not",A major impact,A major impact,A major impact
